column1,column2,correlation
product_name,eval_set,0.00420562
product_name,order_number,0.00143757
product_name,order_dow,0.00388619
product_name,order_hour_of_day,0.00225641
product_name,days_since_prior_order,0.00242086
product_name,add_to_cart_order,0.00270018
product_name,reordered,0.0933154
product_name,aisle,0.998323
product_name,department,0.997523
eval_set,order_number,0.0187063
eval_set,order_dow,0.000638535
eval_set,order_hour_of_day,0.000126048
eval_set,days_since_prior_order,0.0230243
eval_set,add_to_cart_order,0.000139204
eval_set,reordered,1.28493e-05
eval_set,aisle,0.000452777
eval_set,department,0.000344344
order_number,order_dow,0.000351596
order_number,order_hour_of_day,0.000207888
order_number,days_since_prior_order,0.0386515
order_number,add_to_cart_order,8.23964e-06
order_number,reordered,0.190241
order_number,aisle,5.10183e-05
order_number,department,0.0001427
order_dow,order_hour_of_day,0.000759777
order_dow,days_since_prior_order,0.00567491
order_dow,add_to_cart_order,0.000411709
order_dow,reordered,0.000295392
order_dow,aisle,0.000948444
order_dow,department,0.000576711
order_hour_of_day,days_since_prior_order,0.000343928
order_hour_of_day,add_to_cart_order,7.89239e-05
order_hour_of_day,reordered,0.00149764
order_hour_of_day,aisle,0.000196676
order_hour_of_day,department,0.000114464
days_since_prior_order,add_to_cart_order,0.000452051
days_since_prior_order,reordered,0.113709
days_since_prior_order,aisle,0.000225
days_since_prior_order,department,0.000178789
add_to_cart_order,reordered,0.0201432
add_to_cart_order,aisle,0.000333101
add_to_cart_order,department,0.00110765
reordered,aisle,0.0546005
reordered,department,0.0392091
aisle,department,1
