11
0	4	AVI
1	75	AVI
2	89	AVI
3	63	AVI
4	59	AVI
5	9	AVI
6	2102	AVI
7	225	AVI
8	2	AVI
9	2	AVI
10	2	AVI
55
0	1	75	0.973332	-	4	75
0	4	96	0.946892	-	4	59
0	5	20	0.637006	-	4	9
7	9	333	0.438044	-	225	2
7	10	271	0.437771	-	225	2
1	4	743	0.275969	-	75	59
0	7	515	0.253144	-	4	225
1	5	259	0.169568	-	75	9
4	5	276	0.156618	-	59	9
5	7	856	0.0684193	-	9	225
2	5	336	0.0653896	-	89	9
3	5	542	0.0635737	-	63	9
1	6	21355	0.0302097	-	75	2102
4	6	32032	0.0234381	-	59	2102
0	2	253	0.0178517	-	4	89
0	3	252	0.0176483	-	4	63
1	7	3494	0.0173416	-	75	225
4	7	3714	0.0171694	-	59	225
1	2	1010	0.00650823	-	75	89
2	7	1695	0.00568153	-	89	225
6	7	58164	0.00554989	-	2102	225
1	3	3120	0.00542163	-	75	63
2	3	1775	0.00455238	-	89	63
2	4	1171	0.00335227	-	89	59
3	4	3064	0.00306444	-	63	59
1	10	86	0.00147259	-	75	2
0	6	4485	0	Hist	4	2102
6	10	2552	0	Hist	2102	2
6	9	2965	0	Hist	2102	2
6	8	2714	0	Hist	2102	2
5	6	8831	0	Hist	9	2102
9	10	4	-1	AVI	2	2
2	9	144	-1	AVI	89	2
8	10	4	-1	AVI	2	2
8	9	4	-1	AVI	2	2
0	8	5	-1	AVI	4	2
7	8	252	-1	AVI	225	2
0	9	8	-1	AVI	4	2
5	10	14	-1	AVI	9	2
5	9	18	-1	AVI	9	2
5	8	12	-1	AVI	9	2
0	10	5	-1	AVI	4	2
4	10	69	-1	AVI	59	2
4	9	100	-1	AVI	59	2
4	8	74	-1	AVI	59	2
1	8	89	-1	AVI	75	2
1	9	115	-1	AVI	75	2
3	10	120	-1	AVI	63	2
3	9	126	-1	AVI	63	2
3	8	117	-1	AVI	63	2
3	7	8969	-1	AVI	63	225
3	6	75272	-1	AVI	63	2102
2	6	18685	-1	AVI	89	2102
2	8	96	-1	AVI	89	2
2	10	100	-1	AVI	89	2
0
