55
0	1978	AVI
1	361	AVI
2	67	AVI
3	551	AVI
4	700	AVI
5	5785	AVI
6	207	AVI
7	185	AVI
8	255	AVI
9	5827	AVI
10	2	AVI
11	2	AVI
12	2	AVI
13	2	AVI
14	2	AVI
15	2	AVI
16	2	AVI
17	2	AVI
18	2	AVI
19	2	AVI
20	2	AVI
21	2	AVI
22	2	AVI
23	2	AVI
24	2	AVI
25	2	AVI
26	2	AVI
27	2	AVI
28	2	AVI
29	2	AVI
30	2	AVI
31	2	AVI
32	2	AVI
33	2	AVI
34	2	AVI
35	2	AVI
36	2	AVI
37	2	AVI
38	2	AVI
39	2	AVI
40	2	AVI
41	2	AVI
42	2	AVI
43	2	AVI
44	2	AVI
45	2	AVI
46	2	AVI
47	2	AVI
48	2	AVI
49	2	AVI
50	2	AVI
51	2	AVI
52	2	AVI
53	2	AVI
54	7	AVI
1485
5	10	9818	0.469659	Hist	5785	2
5	12	9818	0.468364	Hist	5785	2
0	10	3156	0.46785	Hist	1978	2
9	10	10099	0.467104	Hist	5827	2
6	10	401	0.467019	-	207	2
1	10	722	0.466653	Hist	361	2
8	10	507	0.466616	-	255	2
7	10	348	0.466522	-	185	2
9	12	8954	0.466246	Hist	5827	2
0	12	3237	0.465909	Hist	1978	2
4	10	1266	0.465779	Hist	700	2
7	12	347	0.465673	-	185	2
3	10	946	0.465657	Hist	551	2
1	12	722	0.465573	Hist	361	2
6	12	407	0.465305	-	207	2
8	12	507	0.465128	-	255	2
3	12	951	0.464919	Hist	551	2
4	12	1263	0.464893	Hist	700	2
5	42	11234	0.450687	Hist	5785	2
0	42	2852	0.450684	Hist	1978	2
1	42	722	0.450073	Hist	361	2
9	42	11313	0.450068	Hist	5827	2
8	42	500	0.450059	-	255	2
7	42	333	0.450009	-	185	2
6	42	377	0.450002	-	207	2
3	42	902	0.449954	Hist	551	2
4	42	1199	0.449946	Hist	700	2
0	13	2334	0.444675	Hist	1978	2
0	36	2820	0.443942	Hist	1978	2
4	36	1100	0.443865	Hist	700	2
7	36	314	0.443855	-	185	2
8	36	463	0.443833	-	255	2
6	36	358	0.443827	-	207	2
3	36	937	0.443822	Hist	551	2
9	36	9667	0.443744	Hist	5827	2
1	36	721	0.443723	Hist	361	2
5	36	10591	0.443723	Hist	5785	2
0	45	2762	0.443356	Hist	1978	2
5	45	9033	0.443279	Hist	5785	2
7	45	295	0.443244	-	185	2
8	45	468	0.443243	-	255	2
6	45	351	0.443212	-	207	2
3	45	1044	0.443192	Hist	551	2
9	45	8835	0.443188	Hist	5827	2
1	45	722	0.443185	Hist	361	2
4	45	1177	0.443172	Hist	700	2
8	46	505	0.442503	-	255	2
7	46	339	0.44249	-	185	2
5	46	9149	0.442432	Hist	5785	2
6	46	403	0.442422	-	207	2
0	46	3021	0.442413	Hist	1978	2
4	46	1246	0.442397	Hist	700	2
9	46	8734	0.442387	Hist	5827	2
1	46	722	0.442378	Hist	361	2
3	46	1026	0.442375	Hist	551	2
0	23	3109	0.441969	Hist	1978	2
6	13	405	0.441772	-	207	2
7	13	338	0.441683	-	185	2
8	13	506	0.441659	-	255	2
9	13	6845	0.441633	Hist	5827	2
5	13	6625	0.441627	Hist	5785	2
1	13	722	0.441535	Hist	361	2
4	13	1107	0.441504	Hist	700	2
3	13	718	0.441496	Hist	551	2
0	35	2650	0.441283	Hist	1978	2
6	23	406	0.441253	-	207	2
7	23	344	0.441252	-	185	2
5	35	10634	0.44114	Hist	5785	2
8	35	487	0.441126	-	255	2
8	23	495	0.441121	-	255	2
1	35	721	0.441103	Hist	361	2
7	35	304	0.441101	-	185	2
9	35	9558	0.441098	Hist	5827	2
6	35	359	0.441097	-	207	2
3	35	830	0.441096	Hist	551	2
4	35	1064	0.441094	Hist	700	2
1	23	722	0.441075	Hist	361	2
9	23	7664	0.441063	Hist	5827	2
5	23	7973	0.441054	Hist	5785	2
4	23	1119	0.441025	Hist	700	2
3	23	926	0.441022	Hist	551	2
0	11	2662	0.441014	Hist	1978	2
0	25	2495	0.44098	Hist	1978	2
8	43	497	0.440865	-	255	2
6	43	370	0.440825	-	207	2
1	43	722	0.440811	Hist	361	2
9	25	11102	0.440807	Hist	5827	2
8	25	428	0.440803	-	255	2
0	43	2790	0.4408	Hist	1978	2
5	11	7211	0.440795	Hist	5785	2
6	25	301	0.440793	-	207	2
