10
0	1978	AVI
1	361	AVI
2	67	AVI
3	551	AVI
4	700	AVI
5	5785	AVI
6	207	AVI
7	185	AVI
8	255	AVI
9	5827	AVI
45
6	8	17413	0.124688	-	207	255
2	7	3242	0.0909017	-	67	185
1	8	21846	0.0857204	-	361	255
1	6	19092	0.0776787	-	361	207
2	6	4334	0.0702271	-	67	207
2	8	6093	0.0654492	-	67	255
1	7	18985	0.0607364	-	361	185
7	8	17596	0.0377536	-	185	255
3	4	66824	0.0234087	-	551	700
0	5	504832	0.011425	-	1978	5785
6	7	15988	0.00983514	-	207	185
0	2	52452	0.00819359	-	1978	67
0	9	492613	0.00708312	-	1978	5827
0	7	105231	0.00659356	-	1978	185
0	6	129440	0.00637803	-	1978	207
0	8	173569	0.00423484	-	1978	255
5	9	535066	0.00406096	-	5785	5827
0	3	156707	0.00388799	-	1978	551
2	4	16951	0.00277837	-	67	700
2	9	110096	0.00242388	-	67	5827
2	5	125867	0.00218101	-	67	5785
2	3	13765	0.00217404	-	67	551
5	7	223050	0.00207719	-	5785	185
1	2	13407	0.00183472	-	361	67
8	9	287028	0.00167551	-	255	5827
4	6	44916	0.00167237	-	700	207
0	4	161102	0.00161466	-	1978	700
1	5	417873	0.00161325	-	361	5785
0	1	270725	0.00153821	-	1978	361
4	8	61691	0.00136549	-	700	255
5	8	322556	0.00126962	-	5785	255
6	9	228296	0.00125779	-	207	5827
3	5	285143	0.00120634	-	551	5785
4	7	36016	0.00106603	-	700	185
7	9	196728	0.00102611	-	185	5827
1	9	388646	0.000965172	AVI	361	5827
5	6	262798	0.000920833	AVI	5785	207
3	8	49401	0.000919925	AVI	551	255
3	6	36154	0.000906315	AVI	551	207
3	7	28651	0.000740511	AVI	551	185
1	4	92830	0.000633247	AVI	361	700
4	5	326872	0.000513681	AVI	700	5785
1	3	78957	0.000402429	AVI	361	551
4	9	297980	0.000397121	AVI	700	5827
3	9	259984	0.000379952	AVI	551	5827
0
